adaptive,adaptivev2,imgt,tenx
TCRAV08-01,TCRAV08-01,TRAV8-1*01,TRAV8-1
TCRAV08-01*01,TCRAV08-01*01,TRAV8-1*01,TRAV8-1
TCRAV08-01*02,TCRAV08-01*02,TRAV8-1*02,TRAV8-1
TCRAV08-01*03,TCRAV08-01*03,TRAV8-1*03,TRAV8-1
TCRAV08-02,TCRAV08-02,TRAV8-2*01,TRAV8-2
TCRAV08-02*01,TCRAV08-02*01,TRAV8-2*01,TRAV8-2
TCRAV08-02*02,TCRAV08-02*02,TRAV8-2*02,TRAV8-2
TCRAV09-01,TCRAV09-01,TRAV9-1*01,TRAV9-1
TCRAV09-01*01,TCRAV09-01*01,TRAV9-1*01,TRAV9-1
TCRAV09-01*02,TCRAV09-01*02,TRAV9-1*02,TRAV9-1
TCRAV09-02,TCRAV09-02,TRAV9-2*01,TRAV9-2
TCRAV09-02*01,TCRAV09-02*01,TRAV9-2*01,TRAV9-2
TCRAV09-02*02,TCRAV09-02*02,TRAV9-2*02,TRAV9-2
TCRAV09-03,TCRAV09-03,TRAV9-3*01,TRAV9-3
TCRAV09-03*01,TCRAV09-03*01,TRAV9-3*01,TRAV9-3
TCRAV09-03*02,TCRAV09-03*02,TRAV9-3*02,TRAV9-3
TCRAV09-03*03,TCRAV09-03*03,TRAV9-3*03,TRAV9-3
TCRAV09-04,TCRAV09-04,TRAV9-4*01,TRAV9-4
TCRAV09-04*01,TCRAV09-04*01,TRAV9-4*01,TRAV9-4
TCRAV09-04*02,TCRAV09-04*02,TRAV9-4*02,TRAV9-4
TCRAV10,TCRAV10,TRAV10*01,TRAV10
TCRAV10*01,TCRAV10*01,TRAV10*01,TRAV10
TCRAV10*02,TCRAV10*02,TRAV10*02,TRAV10
TCRAV10*03,TCRAV10*03,TRAV10*03,TRAV10
TCRAV10*04,TCRAV10*04,TRAV10*04,TRAV10
TCRAV10*05,TCRAV10*05,TRAV10*05,TRAV10
TCRAV10-01,TCRAV10-01,TRAV10*01,TRAV10
TCRAV10-01*01,TCRAV10-01*01,TRAV10*01,TRAV10
TCRAV10-01*02,TCRAV10-01*02,TRAV10*02,TRAV10
TCRAV10-01*03,TCRAV10-01*03,TRAV10*03,TRAV10
TCRAV10-01*04,TCRAV10-01*04,TRAV10*04,TRAV10
TCRAV10-01*05,TCRAV10-01*05,TRAV10*05,TRAV10
TCRAV10D,TCRAV10D,TRAV10D*01,TRAV10D
TCRAV10D*01,TCRAV10D*01,TRAV10D*01,TRAV10D
TCRAV10D*02,TCRAV10D*02,TRAV10D*02,TRAV10D
TCRAV10D*03,TCRAV10D*03,TRAV10D*03,TRAV10D
TCRAV10D-01,TCRAV10D-01,TRAV10D*01,TRAV10D
TCRAV10D-01*01,TCRAV10D-01*01,TRAV10D*01,TRAV10D
TCRAV10D-01*02,TCRAV10D-01*02,TRAV10D*02,TRAV10D
